,price,product_name,servings,weight
5774,£1.15,Baxters favourites Scotch broth,. Serves 1,400g
5775,70p,Essential Asparagus Soup in a Cup with Croutons,Typical values as prepared. Contains 4 Servings,4x28g
5776,£1.00,Ainsley Harriott Cream of Wild Mushroom Cup Soup,". Each sachet provides one serving of approximately 225ml when made up as per instructions, This pack contains 3 sachets",75g
5777,£1.25,Heinz Asparagus with Croutons Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x18g
5778,£1.00,Ainsley Harriott Broccoli & Stilton Cup Soup,". Sodium: 190mg per 100ml (as consumed)/439mg per sachet (as consumed). Each sachet provides one serving of approximately 224ml when made up as per instructions, This pack contains 3 sachets",72g
5779,£2.00,Amy's Kitchen Chunky Tomato Soup,". Sodium: 190mg per 100ml (as consumed)/439mg per sachet (as consumed). Each sachet provides one serving of approximately 224ml when made up as per instructions, This pack contains 3 sachets",400g
5780,50p,Essential Oxtail Soup,Typical values as consumed. Contains 2 Servings,400g
5781,£1.05,Campbell's condensed soup cream of chicken,%RI *. *Reference intake of an average (8400kJ/2000kcal),295g
5782,£1.00,Waitrose Sweet & Refreshing Pea & Mint Cup Soup,Typical values as prepared. Contains 4 Servings,4x27g
5783,£1.00,Waitrose Rich & Earthy Wild Mushroom Cup Soup,Typical values as prepared. Contains 4 Servings,4x24g
5784,£1.15,Baxters favourites chicken broth,. Serves 1,400g
5785,£3.45,Clearspring miso soup with tofu,. Serves 1,4x10g
5786,70p,Essential Chicken & Vegetable Soup in a Cup,Typical values. Contains 4 Servings,4x18g
5787,£1.00,Baxters Super Good Fiery Fish Bisque Soup,. Serves 1,400g
5788,£1.00,Ainsley Harriott Thai Chicken & Lemongrass Cup Soup,". Each sachet provides one serving of approximately 223ml when made up as per instructions, This pack contains 3 sachets",69g
5789,£1.15,Baxters favourites soup lentil & bacon,. Serves 1,400g
5790,£1.25,Heinz Vegetable Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x17g
5791,£1.00,Ainsley Harriott Scottish Chicken & Leek Cup Soup,". Sodium: 270mg per 100ml (as consumed)/613mg per sachet (as consumed). Each sachet provides one serving of approximately 220ml when made up as per instructions, This pack contains 3 sachets",60g
5792,£1.45,Heinz Potato & Leek with Chives Soup,". †Contains naturally occurring sugars, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",400g
5793,£1.85,Baxters Chef Selections Beef & Ale Soup,. Serves 1,400g
5794,70p,Essential Mushroom Soup in a Cup with Croutons,Typical values as prepared. Contains 4 Servings,4x24g
5795,£1.15,Baxters favourites soup cream of chicken,Typical values as prepared. Contains 4 Servings,400g
5796,£1.15,Baxters vegetarian lentil & vegetable,. Serves 1,400g
5797,£1.00,Ainsley Harriott Szechuan Hot & Sour Cup Soup,". Each sachet provides one serving of approximately 220ml when made up as per instructions, This pack contains 3 sachets",60g
5798,£1.15,Baxters vegetarian soup Mediterranean tomato,. Serves 1,400g
5799,85p,Heinz Cream of Tomato Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),300g
5800,£1.00,Ainsley Harriott Vegetable Chowder Cup Soup,". Each sachet provides one serving of approximately 225ml when made up as per instructions, This pack contains 3 sachets",75g
5801,£3.45,Clearspring miso soup with sea vegetables,". Each sachet provides one serving of approximately 225ml when made up as per instructions, This pack contains 3 sachets",4x10g
5802,£1.00,Ainsley Harriott Mulligatawny Cup Soup,". Each sachet provides one serving of approximately 229ml when made up as per instructions, This pack contains 3 sachets",87g
5803,£1.05,Campbell's condensed soup cream of celery,% RI*. *Reference intake of an average adult (8400kJ/2000kcal),295g
5804,£1.65,Heinz Big Soup Chunky Vegetable,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5805,£1.80,Spinnaker classic soup bouillabaisse,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5806,£1.05,Campbell's Condensed Tomato Soup,%RI*. *Reference intake of an average adult (8400kJ/2000kcal),295g
5807,£1.15,Baxters favourites minestrone,. Serves 1,400g
5808,£1.15,Baxters favourites potato & leek,. Serves 1,400g
5809,£2.00,itsu Miso' Easy Chilli,. This pack contains 3 servings,3x20g
5810,£1.15,Baxters favourites cock-a-leekie,. Serves 1,400g
5811,70p,Essential Creamed Vegetable Soup in a Cup with Croutons,Typical values. Contains 4 Servings,4x18g
5812,£1.15,Baxters vegetarian soup tomato with basil,. Serves 1,400g
5813,92p,Heinz Weight Watchers Tomato Soup,%RI*. *RI per serving.  Reference intake of an average adult (8400kJ/2000kcal),295g
5814,£1.15,Baxters favourites oxtail,%RI*. *RI per serving.  Reference intake of an average adult (8400kJ/2000kcal),400g
5815,80p,LOVE life 54 calories cup soup tomato & basil,. Contains 4 Servings,4x16.5g
5816,70p,Essential Minestrone Soup in a Cup with Croutons,Typical values as prepared. Contains 4 Servings,4x18g
5817,£1.15,Baxters favourites highlanders broth,. Serves 1,400g
5818,£1.00,Waitrose Rich & Spicy Lentil Cup Soup,Typical values as prepared. Contains 4 Servings,4x24g
5819,£1.15,Baxters Favourites Royal Game Soup,. Serves 1,400g
5820,£1.15,Baxters Vegetarian Green Lentil & Tomato,. Serves 1,400g
5821,£1.45,"Heinz Chicken, Parsnip & Rosemary Soup",". †Contains naturally occurring sugars, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",400g
5822,90p,Mutti Tomato Paste Double Concentrated,". †Contains naturally occurring sugars, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",130g
5823,£1.50,Essential Chopped Tomatoes in Natural Juice,Typical values as sold. Contains 8 Servings,4x400g
5824,45p,Essential Chopped Tomatoes in Natural Juice,Typical values as sold. Contains 2 Servings,400g
5825,90p,Mutti Finely Chopped Tomatoes,Typical values as sold. Contains 2 Servings,400g
5826,90p,Epicure Sun-Dried Tomato Purée,Typical values as sold. Contains 2 Servings,90g
5827,£3.55,Cirio Polpa Chopped Tomatoes,Typical values as sold. Contains 2 Servings,4x400g
5828,80p,Essential Passata,Typical values as consumed. Contains 4 Servings,680g
5829,35p,Essential Chopped Tomatoes in Natural Juice,Typical values as sold. Contains 1 Servings,227g
5830,90p,Epicure Sweet Roasted Garlic Purée,Typical values as sold. Contains 1 Servings,90g
5831,90p,Epicure Sweet Roasted Garlic Purée,Typical values as sold. Contains 1 Servings,90g
5832,85p,Cirio Passata,Typical values as sold. Contains 1 Servings,500g
5833,90p,Duchy Organic Plum Tomatoes In Natural Juice,Typical values as sold. Contains 2 Servings,400g
5834,£1.50,Mutti Passata Gastronomia Baby Roma Tomatoes,Typical values as sold. Contains 2 Servings,400g
5835,£1.10,Waitrose Peeled Italian Cherry Tomatoes,Typical values as sold. Contains 2 Servings,400g
5836,£1.12,Mutti Cherry Tomatoes,Typical values as sold. Contains 2 Servings,drained 240g
5837,45p,Essential Plum Tomatoes in Natural Juice,Typical values as sold. Contains 2 Servings,400g
5838,£2.00,Bomba! Tomato Purée,Typical values as sold. Contains 2 Servings,200g
5839,£1.00,Waitrose Duchy Passata,Typical values as sold. Contains 2 Servings,500g
5840,£1.50,Mutti San Marzano Tomatoes,Typical values as sold. Contains 2 Servings,drained 260g
5841,35p,Essential Plum Tomatoes in Natural Juice,Typical values as sold. Contains 1 Servings,230g
5842,£3.55,Cirio Pelati Peeled Plum Tomatoes,Typical values as sold. Contains 1 Servings,drained 4x250g
5843,£1.50,Mutti Passata Gastronomia with Cherry Tomatoes,Typical values as sold. Contains 1 Servings,400g
5844,68p,"Waitrose chopped tomatoes, olive oil & garlic",Typical values as sold. Contains 2 Servings,400g
5845,68p,Waitrose chopped tomatoes with chopped basil,Typical values as sold. Contains 2 Servings,400g
5846,90p,Mutti Peeled Tomatoes,Typical values as sold. Contains 2 Servings,drained 260g
5847,£4.40,Mutti Finely Chopped Tomatoes,Typical values as sold. Contains 2 Servings,4x400g
5848,68p,Waitrose chopped tomatoes with chopped herbs,Typical values as sold. Contains 2 Servings,400g
5849,£4.20,Mr Organic Italian Organic Chopped Tomatoes,Typical values as sold. Contains 2 Servings,4x400g
5850,£2.50,Cooks' Ingredients soffritto passata,Typical values. Contains 9 Servings,690g
5851,£1.00,Cirio Tuscan Chopped Tomatoes,Typical values. Contains 9 Servings,400g
5852,£1.20,Waitrose passata with chopped basil,Typical values as sold. Contains 2 Servings,500g
5853,£1.20,Waitrose passata with onion & garlic,Typical values as sold. Contains 2 Servings,500g
5854,£1.30,Cirio Polpa Fine Finely Chopped Tomatoes,Typical values as sold. Contains 2 Servings,390g
5855,£1.00,Cirio peeled plum tomatoes,Typical values as sold. Contains 2 Servings,drained 250g
5856,£3.15,Taste #5 Original Tomato Umami Paste,Typical values as sold. Contains 2 Servings,70g
5857,85p,Gia chilli puree,Typical values as sold. Contains 2 Servings,80g
5858,50p,Essential Sweetcorn,Typical values as drained. Contains 2 Servings,drained 160g
5859,£1.10,Kingfisher sliced water chestnuts in water,Typical values as drained. Contains 2 Servings,drained 140g
5860,55p,Harry Ramsden's Mushy Peas,. This pack contains 2 servings,300g
5861,£1.10,Kingfisher bamboo shoots in water,. This pack contains 2 servings,drained 120g
5862,70p,Essential Sweetcorn,Typical values as drained. Contains 3 Servings,drained 260g
5863,£1.10,Kingfisher beansprouts in water,Typical values as drained. Contains 3 Servings,drained 230g
5864,55p,Farrow's giant marrowfat processed peas,. This pack contains 2 servings,drained 180g
5865,£2.65,Green Giant original sweetcorn,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Each can contains at least 2 portions",drained 4x165g
5866,40p,Essential Marrowfat Peas,Typical values as drained. Contains 2 Servings,drained 180g
5867,45p,Essential Garden Peas in Water,Typical values as drained. Contains 2 Servings,drained 185g
5868,90p,Essential Chopped Mushrooms in Water,Typical values as drained. Contains 2 Servings,drained 156g
5869,£1.95,Essential Artichoke Hearts in Water,Typical values as drained. Contains 3 Servings,drained 240g
5870,55p,Essential Baby Carrots in Water,Typical values as drained. Contains 3 Servings,drained 265g
5871,£1.00,Essential Petits Pois with Baby Carrots,Typical values as drained. Contains 3 Servings,drained 265g
5872,£2.65,Green Giant no added salt sweetcorn,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Each can contains at least 2 portions",drained 4x165g
5873,£3.00,Biona Jackfruit Pieces in Salted Water,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Each can contains at least 2 portions",drained 225g
5874,60p,Waitrose LOVE life Yellow Split Peas,Typical values as prepared. Contains 12 Servings,500g
5875,45p,Essential Petits Pois in Water,Typical values as drained. Contains 1 Servings,drained 140g
5876,70p,Green Giant original sweetcorn,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Contains at least 2 portions",drained 165g
5877,55p,essential Waitrose canned sliced carrots in water,Typical values as drained. Contains 3 Servings,drained 240g
5878,90p,Green Giant sweetcorn,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Contains at least 3 portions",drained 285g
5879,80p,Essential Waitrose Small Potatoes in Water,Typical values as drained. Contains 2 Servings,drained 265g
5880,90p,Green Giant sweetcorn,". *Reference intake of an average adult (8 400 kJ/ 2 000 kcal), Contains at least 1 portion",drained 140g
5881,70p,Essential Petits Pois in Water,Typical values as drained. Contains 3 Servings,drained 265g
5882,80p,Essential Cut Green Beans in Water,Typical values as drained. Contains 2 Servings,drained 205g
5883,70p,Green Giant no added salt sweetcorn,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Contains at least 2 portions",drained 165g
5884,£3.50,Biona Organic Jackfruit Sweet & Smoky,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Contains at least 2 portions",400g
5885,£2.50,Smash The Original Instant Mashed Potato,. This pack contains 12 portions,280g
5886,£2.40,Green Giant hearts of palm whole,. Reference intake of an average adult (8 400 kJ / 2 000 kcal),drained 220g
5887,£1.55,Idahoan Perfect Mash Butter & Herb,. Reference intake of an average adult (8 400 kJ / 2 000 kcal),109g
5888,£1.50,Mutti Pizza Sauce Classica,. Reference intake of an average adult (8 400 kJ / 2 000 kcal),400g
5889,50p,Foresight pease pudding,. Reference intake of an average adult (8 400 kJ / 2 000 kcal),220g
5890,£1.65,Geo Organics chick pea & lentil dahl,. Reference intake of an average adult (8 400 kJ / 2 000 kcal),400g
5891,£1.75,Jamie Oliver Indian-Spiced Veg Quinoa & Rice,. Reference intake of an average adult (8 400 kJ / 2 000 kcal),250g
5892,50p,Great Scot dried onions,". This pack contains 2 servings, When rehydrated according to instructions, 20g of dried onions weighs approximately 80g when rehydrated",40g
5893,£2.00,Cooks' Ingredients Jack Fruit Pieces in Water,Typical values as drained. Contains 2 Servings,drained 210g
5894,£1.20,Epicure Leaf Spinach,Typical values as drained. Contains 2 Servings,drained 265g
5895,£1.30,Smash instant mashed potato,". *Reference Intake of an average adult (8400kJ/2000kcal), This pack contains 6 portions",176g
5896,£3.25,Porter Foods whole chestnuts,". *Reference Intake of an average adult (8400kJ/2000kcal), This pack contains 6 portions",200g
5897,75p,La Doria Sweetcorn in Salted Water,. *Reference intake of an average adult (8400kJ/2000kcal),drained 140g
5898,90p,Green Giant no added salt sweetcorn,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Contains at least 3 portions",drained 285g
5899,£1.90,Soul Punjabi Choley,". *Reference intake of an average adult (8 400 kJ/2 000 kcal), Contains at least 3 portions",300g
5900,£1.00,La Doria Sweetcorn in Salted Water,". Can contains 3 servings, *Reference intake of an average adult (8400kJ/2000kcal)",drained 285g
5901,£3.50,Biona Organic Jackfruit Stew,". Can contains 3 servings, *Reference intake of an average adult (8400kJ/2000kcal)",400g
5902,£2.00,Merchant Gourmet puy lentils,". Can contains 3 servings, *Reference intake of an average adult (8400kJ/2000kcal)",250g
5903,60p,Essential Chick Peas in Water,Typical values as drained. Contains 2 Servings,drained 240g
5904,70p,Essential Red Kidney Beans in Water,Typical values as drained. Contains 2 Servings,drained 240g
5905,60p,Essential Butter Beans in Water,Typical values as drained. Contains 2 Servings,drained 235g
5906,90p,Essential Cannellini Beans in Water,Typical values as drained. Contains 2 Servings,drained 235g
5907,£2.00,Merchant Gourmet French Tomatoey Puy & Green Lentils,Typical values as drained. Contains 2 Servings,250g
5908,70p,Essential Red Kidney Beans in Chilli Sauce,Typical values as sold. Contains 2 Servings,395g
5909,£1.10,Epicure Black Beans,Typical values as sold. Contains 2 Servings,drained 240g
5910,£1.00,Biona Organic Black Chick Peas,Typical values as sold. Contains 2 Servings,drained 240g
5911,85p,Duchy Organic Chick Peas In Water,Typical values as drained. Contains 3 Servings,drained 240g
5912,70p,Essential Mixed Bean Salad in Water,Typical values as drained. Contains 2 Servings,drained 270g
5913,60p,Essential Lentils in Water,Typical values as drained. Contains 2 Servings,drained 265g
5914,60p,Essential Borlotti Beans,Typical values as drained. Contains 2 Servings,drained 235g
5915,60p,Essential Red Kidney Beans in Water,Typical values as drained. Contains 2 Servings,drained 180g
5916,£2.10,Merchant Gourmet red & white quinoa,Typical values as drained. Contains 2 Servings,250g
5917,£1.20,Biona Organic Chilli Black Beans,Typical values as drained. Contains 2 Servings,410g
5918,£1.20,Waitrose Duchy Green Lentils,Typical values as prepared. Contains 12 Servings,500g
5919,85p,Duchy Organic Red Kidney Beans,Typical values as drained. Contains 3 Servings,drained 240g
5920,£1.20,Waitrose LOVE life Red Split Lentils,Typical values as prepared. Contains 12 Servings,500g
5921,80p,Essential Flageolet Beans in Water,Typical values as drained. Contains 3 Servings,drained 265g
5922,£1.40,Waitrose Duchy Red Split Lentils,Typical values as prepared. Contains 12 Servings,500g
5923,60p,Waitrose LOVE life Pearl Barley,Typical values as prepared. Contains 8 Servings,500g
5924,£2.10,Merchant Gourmet Persian-Style Quinoa & Lentils,Typical values as prepared. Contains 8 Servings,250g
5925,£1.90,Waitrose LOVE life red split lentils,Typical values as prepared. Contains 25 Servings,1kg
5926,£5.75,Linwoods Flaxseed,Typical values as prepared. Contains 25 Servings,425g
